time,values
34308 ,1023
34309 ,1023
34310 ,1023
34311 ,1023
34312 ,1026
34313 ,1023
34314 ,1023
34315 ,1020
34316 ,1026
34317 ,1029
34318 ,1032
34319 ,1035
34320 ,1023
34321 ,1059
34322 ,1050
34323 ,1056
34324 ,1059
34325 ,1062
34326 ,1059
34327 ,1062
34328 ,1059
34329 ,1056
34330 ,1059
34331 ,1059
34332 ,1062
34333 ,1062
34334 ,1059
34335 ,1059
34336 ,1056
34337 ,1059
34338 ,1059
34339 ,1062
34340 ,1059
34341 ,1062
34342 ,1062
34343 ,1062
34344 ,1059
34345 ,1059
34346 ,1059
34347 ,1059
34348 ,1059
34349 ,1062
34350 ,1062
34351 ,1059
34352 ,1059
34353 ,1059
34354 ,1062
34355 ,1062
34356 ,1062
34357 ,1062
34358 ,1059
34359 ,1065
34360 ,1062
34361 ,1065
34362 ,1059
34363 ,1062
34364 ,1059
34365 ,1065
34366 ,1062
34367 ,1062
34368 ,1062
34369 ,1065
34370 ,1062
34371 ,1062
34372 ,1062
34373 ,1059
34374 ,1062
34375 ,1059
34376 ,1059
34377 ,1059
34378 ,1062
34379 ,1062
34380 ,1059
34381 ,1062
34382 ,1047
34383 ,1038
34384 ,1029
34385 ,1029
34386 ,1020
34387 ,1017
34388 ,1014
34389 ,1017
34390 ,1014
34391 ,1011
34392 ,1008
34393 ,1008
34394 ,1011
34395 ,1014
34396 ,1011
34397 ,1011
34398 ,1011
34399 ,1008
34400 ,1011
34401 ,1011
34402 ,1011
34403 ,1011
34404 ,1008
34405 ,1011
34406 ,1014
34407 ,1011
34408 ,1011
34409 ,1011
34410 ,1008
34411 ,1014
34412 ,1011
34413 ,1008
34414 ,1011
34415 ,1014
34416 ,1011
34417 ,1011
34418 ,1011
34419 ,1014
34420 ,1011
34421 ,1020
34422 ,1023
34423 ,1020
34424 ,1020
34425 ,1020
34426 ,1023
34427 ,1023
34428 ,1026
34429 ,1026
34430 ,1017
34431 ,1023
34432 ,1017
34433 ,1023
34434 ,1020
34435 ,1026
34436 ,1023
34437 ,1023
34438 ,1026
34439 ,1020
34440 ,1020
34441 ,1023
34442 ,1023
34443 ,1020
34444 ,1017
34445 ,1020
34446 ,1023
34447 ,1026
34448 ,1029
34449 ,1026
34450 ,1026
34451 ,1023
34452 ,1023
34453 ,1026
34454 ,1026
34455 ,1023
34456 ,1026
34457 ,1023
34458 ,1023
34459 ,1026
34460 ,1023
34461 ,1023
34462 ,1026
34463 ,1023
34464 ,1026
34465 ,1026
34466 ,1026
34467 ,1023
34468 ,1020
34469 ,1023
34470 ,1023
34471 ,1020
34472 ,1026
34473 ,1023
34474 ,1023
34475 ,1026
34476 ,1026
34477 ,1029
34478 ,1026
34479 ,1026
34480 ,1029
34481 ,1038
34482 ,1029
34483 ,1026
34484 ,1020
34485 ,1023
34486 ,1020
34487 ,1023
34488 ,1056
34489 ,1059
34490 ,1059
34491 ,1062
34492 ,1059
34493 ,1062
34494 ,1065
34495 ,1065
34496 ,1062
34497 ,1065
34498 ,1065
34499 ,1062
34500 ,1059
34501 ,1065
34502 ,1062
34503 ,1062
34504 ,1062
34505 ,1062
34506 ,1068
34507 ,1068
34508 ,1062
34509 ,1065
34510 ,1062
34511 ,1062
34512 ,1065
34513 ,1062
34514 ,1062
34515 ,1062
34516 ,1062
34517 ,1065
34518 ,1059
34519 ,1062
34520 ,1062
34521 ,1065
34522 ,1065
34523 ,1062
34524 ,1062
34525 ,1065
34526 ,1065
34527 ,1059
34528 ,1062
34529 ,1065
34530 ,1062
34531 ,1062
34532 ,1062
34533 ,1062
34534 ,1062
34535 ,1062
34536 ,1062
34537 ,1062
34538 ,1062
34539 ,1062
34540 ,1062
34541 ,1062
34542 ,1059
34543 ,1059
34544 ,1062
34545 ,1062
34546 ,1059
34547 ,1062
34548 ,1062
34549 ,1062
34550 ,1053
34551 ,1038
34552 ,1026
34553 ,1029
34554 ,1023
34555 ,1020
34556 ,1017
34557 ,1011
34558 ,1014
34559 ,1011
34560 ,1011
34561 ,1011
34562 ,1011
34563 ,1005
34564 ,1011
34565 ,1011
34566 ,1011
34567 ,1014
34568 ,1014
34569 ,1008
34570 ,1008
34571 ,1008
34572 ,1008
34573 ,1014
34574 ,1014
34575 ,1011
34576 ,1011
34577 ,1011
34578 ,1008
34579 ,1011
34580 ,1011
34581 ,1011
34582 ,1008
34583 ,1011
34584 ,1011
34585 ,1020
34586 ,1017
34587 ,1020
34588 ,1020
34589 ,1020
34590 ,1020
34591 ,1017
34592 ,1014
34593 ,1017
34594 ,1020
34595 ,1020
34596 ,1026
34597 ,1026
34598 ,1020
34599 ,1023
34600 ,1023
34601 ,1020
34602 ,1023
34603 ,1020
34604 ,1020
34605 ,1023
34606 ,1023
34607 ,1023
34608 ,1020
34609 ,1017
34610 ,1023
34611 ,1026
34612 ,1017
34613 ,1023
34614 ,1020
34615 ,1023
34616 ,1020
34617 ,1020
34618 ,1020
34619 ,1023
34620 ,1020
34621 ,1020
34622 ,1020
34623 ,1020
34624 ,1023
34625 ,1017
34626 ,1023
34627 ,1020
34628 ,1020
34629 ,1023
34630 ,1020
34631 ,1023
34632 ,1023
34633 ,1020
34634 ,1026
34635 ,1023
34636 ,1023
34637 ,1023
34638 ,1026
34639 ,1020
34640 ,1020
34641 ,1020
34642 ,1020
34643 ,1020
34644 ,1023
34645 ,1029
34646 ,1035
34647 ,1035
34648 ,1029
34649 ,1023
34650 ,1023
34651 ,1014
34652 ,1023
34653 ,1053
34654 ,1059
34655 ,1056
34656 ,1059
34657 ,1059
34658 ,1059
34659 ,1062
34660 ,1059
34661 ,1062
34662 ,1062
34663 ,1065
34664 ,1062
34665 ,1059
34666 ,1062
34667 ,1062
34668 ,1062
34669 ,1062
34670 ,1062
34671 ,1062
34672 ,1059
34673 ,1059
34674 ,1062
34675 ,1059
34676 ,1062
34677 ,1059
34678 ,1062
34679 ,1062
34680 ,1062
34681 ,1062
34682 ,1059
34683 ,1062
34684 ,1065
34685 ,1065
34686 ,1059
34687 ,1065
34688 ,1065
34689 ,1062
34690 ,1062
34691 ,1065
34692 ,1059
34693 ,1062
34694 ,1065
34695 ,1059
34696 ,1062
34697 ,1059
34698 ,1065
34699 ,1059
34700 ,1059
34701 ,1062
34702 ,1062
34703 ,1059
34704 ,1062
34705 ,1062
34706 ,1059
34707 ,1062
34708 ,1059
34709 ,1059
34710 ,1059
34711 ,1062
34712 ,1059
34713 ,1065
34714 ,1044
34715 ,1032
34716 ,1026
34717 ,1032
34718 ,1023
34719 ,1020
34720 ,1014
34721 ,1017
34722 ,1011
34723 ,1008
34724 ,1014
34725 ,1014
34726 ,1011
34727 ,1008
34728 ,1014
34729 ,1011
34730 ,1008
34731 ,1014
34732 ,1011
34733 ,1011
34734 ,1014
34735 ,1005
34736 ,1011
34737 ,1011
34738 ,1011
34739 ,1017
34740 ,1008
34741 ,1014
34742 ,1014
34743 ,1014
34744 ,1014
34745 ,1011
34746 ,1011
34747 ,1014
34748 ,1014
34749 ,1008
34750 ,1014
34751 ,1026
34752 ,1023
34753 ,1023
34754 ,1023
34755 ,1026
34756 ,1026
34757 ,1026
34758 ,1023
34759 ,1026
34760 ,1026
34761 ,1026
34762 ,1023
34763 ,1023
34764 ,1026
34765 ,1020
34766 ,1026
34767 ,1026
34768 ,1023
34769 ,1026
34770 ,1023
34771 ,1029
34772 ,1023
34773 ,1026
34774 ,1017
34775 ,1029
34776 ,1026
34777 ,1026
34778 ,1026
34779 ,1023
34780 ,1026
34781 ,1020
34782 ,1023
34783 ,1023
34784 ,1026
34785 ,1026
34786 ,1026
34787 ,1026
34788 ,1029
34789 ,1026
34790 ,1026
34791 ,1026
34792 ,1026
34793 ,1023
34794 ,1026
34795 ,1026
34796 ,1026
34797 ,1023
34798 ,1026
34799 ,1026
34800 ,1020
34801 ,1023
34802 ,1023
34803 ,1020
34804 ,1017
34805 ,1026
34806 ,1020
34807 ,1026
34808 ,1017
34809 ,1023
34810 ,1035
34811 ,1035
34812 ,1029
34813 ,1023
34814 ,1017
34815 ,1014
34816 ,1014
34817 ,1065
34818 ,1053
34819 ,1056
34820 ,1065
34821 ,1056
34822 ,1059
34823 ,1056
34824 ,1062
34825 ,1059
34826 ,1059
34827 ,1062
34828 ,1059
34829 ,1056
34830 ,1059
34831 ,1062
34832 ,1062
34833 ,1065
34834 ,1059
34835 ,1059
34836 ,1059
34837 ,1059
34838 ,1059
34839 ,1059
34840 ,1062
34841 ,1062
34842 ,1059
34843 ,1062
34844 ,1059
34845 ,1059
34846 ,1062
34847 ,1059
34848 ,1062
34849 ,1059
34850 ,1062
34851 ,1056
34852 ,1062
34853 ,1062
34854 ,1062
34855 ,1065
34856 ,1059
34857 ,1065
34858 ,1062
34859 ,1062
34860 ,1059
34861 ,1062
34862 ,1065
34863 ,1062
34864 ,1065
34865 ,1065
34866 ,1065
34867 ,1065
34868 ,1068
34869 ,1065
34870 ,1062
34871 ,1056
34872 ,1095
34873 ,1041
34874 ,1023
34875 ,1014
34876 ,1008
34877 ,1008
34878 ,1014
34879 ,1008
34880 ,1011
34881 ,1008
34882 ,1011
34883 ,1011
34884 ,1017
34885 ,1017
34886 ,1017
34887 ,1017
34888 ,1017
34889 ,1014
34890 ,1017
34891 ,1017
34892 ,1017
34893 ,1017
34894 ,1017
34895 ,1017
34896 ,1020
34897 ,1017
34898 ,1020
34899 ,1017
34900 ,1014
34901 ,1017
34902 ,1020
34903 ,1020
34904 ,1017
34905 ,1023
34906 ,1020
34907 ,1020
34908 ,1029
34909 ,1029
34910 ,1026
34911 ,1026
34912 ,1029
34913 ,1029
34914 ,1029
34915 ,1026
34916 ,1029
34917 ,1029
34918 ,1026
34919 ,1026
34920 ,1029
34921 ,1029
34922 ,1029
34923 ,1026
34924 ,1026
34925 ,1026
34926 ,1029
34927 ,1032
34928 ,1026
34929 ,1026
34930 ,1026
34931 ,1023
34932 ,1026
34933 ,1023
34934 ,1023
34935 ,1026
34936 ,1023
34937 ,1026
34938 ,1023
34939 ,1020
34940 ,1020
34941 ,1020
34942 ,1017
34943 ,1023
34944 ,1020
34945 ,1032
34946 ,1038
34947 ,1035
34948 ,1023
34949 ,1023
34950 ,1032
34951 ,1047
34952 ,1047
34953 ,1047
34954 ,1047
34955 ,1047
34956 ,1044
34957 ,1041
34958 ,1041
34959 ,1041
34960 ,1041
34961 ,1041
34962 ,1035
34963 ,1038
34964 ,1038
34965 ,1038
34966 ,1041
34967 ,1038
34968 ,1038
34969 ,1038
34970 ,1038
34971 ,1038
34972 ,1041
34973 ,1038
34974 ,1038
34975 ,1038
34976 ,1038
34977 ,1038
34978 ,1035
34979 ,1020
34980 ,1014
34981 ,1011
34982 ,1014
34983 ,1014
34984 ,1008
34985 ,1011
34986 ,1014
34987 ,1014
34988 ,1011
34989 ,1014
34990 ,1008
34991 ,1014
34992 ,1014
34993 ,1014
34994 ,1014
34995 ,1014
34996 ,1014
34997 ,1011
34998 ,1014
34999 ,1014
35000 ,1011
35001 ,1011
35002 ,1017
35003 ,1014
35004 ,1014
35005 ,1014
35006 ,1014
35007 ,1014
35008 ,1017
35009 ,1014
35010 ,1014
35011 ,1026
35012 ,1023
35013 ,1023
35014 ,1023
35015 ,1023
35016 ,1023
35017 ,1023
35018 ,1023
35019 ,1023
35020 ,1023
35021 ,1026
35022 ,1026
35023 ,1023
35024 ,1029
35025 ,1026
35026 ,1026
35027 ,1023
35028 ,1020
35029 ,1029
35030 ,1023
35031 ,1026
35032 ,1026
35033 ,1029
35034 ,1023
35035 ,1026
35036 ,1026
35037 ,1029
35038 ,1026
35039 ,1023
35040 ,1023
35041 ,1023
35042 ,1026
35043 ,1026
35044 ,1020
35045 ,1023
35046 ,1026
35047 ,1026
35048 ,1023
35049 ,1020
35050 ,1023
35051 ,1023
35052 ,1017
35053 ,1026
35054 ,1023
35055 ,1023
35056 ,1020
35057 ,1023
35058 ,1023
35059 ,1020
35060 ,1026
35061 ,1023
35062 ,1023
35063 ,1026
35064 ,1032
35065 ,1035
35066 ,1035
35067 ,1023
35068 ,1020
35069 ,1023
35070 ,1017
35071 ,1017
35072 ,1041
35073 ,1053
35074 ,1056
35075 ,1056
35076 ,1056
35077 ,1059
35078 ,1059
35079 ,1059
35080 ,1059
35081 ,1059
35082 ,1059
35083 ,1062
35084 ,1062
35085 ,1059
35086 ,1059
35087 ,1059
35088 ,1059
35089 ,1062
35090 ,1062
35091 ,1059
35092 ,1059
35093 ,1059
35094 ,1059
35095 ,1059
35096 ,1062
35097 ,1062
35098 ,1062
35099 ,1062
35100 ,1059
35101 ,1062
35102 ,1062
35103 ,1062
35104 ,1062
35105 ,1062
35106 ,1062
35107 ,1059
35108 ,1059
35109 ,1059
35110 ,1062
35111 ,1059
35112 ,1062
35113 ,1059
35114 ,1062
35115 ,1059
35116 ,1065
35117 ,1062
35118 ,1062
35119 ,1062
35120 ,1056
35121 ,1059
35122 ,1059
35123 ,1059
35124 ,1062
35125 ,1062
35126 ,1062
35127 ,1059
35128 ,1059
35129 ,1059
35130 ,1059
35131 ,1059
35132 ,1059
35133 ,1047
35134 ,1044
35135 ,1032
35136 ,1020
35137 ,1020
35138 ,1017
35139 ,1011
35140 ,1014
35141 ,1011
35142 ,1014
35143 ,1014
35144 ,1008
35145 ,1011
35146 ,1008
35147 ,1008
35148 ,1008
35149 ,1011
35150 ,1008
35151 ,1011
35152 ,1014
35153 ,1008
35154 ,1011
35155 ,1011
35156 ,1008
35157 ,1014
35158 ,1011
35159 ,1011
35160 ,1011
35161 ,1011
35162 ,1008
35163 ,1011
35164 ,1008
35165 ,1008
35166 ,1008
35167 ,1011
35168 ,1011
35169 ,1008
35170 ,1011
35171 ,1017
35172 ,1020
35173 ,1023
35174 ,1023
35175 ,1023
35176 ,1023
35177 ,1023
35178 ,1023
35179 ,1023
35180 ,1023
35181 ,1023
35182 ,1023
35183 ,1023
35184 ,1020
35185 ,1023
35186 ,1020
35187 ,1023
35188 ,1020
35189 ,1026
35190 ,1020
35191 ,1020
35192 ,1020
35193 ,1020
35194 ,1020
35195 ,1020
35196 ,1020
35197 ,1023
35198 ,1020
35199 ,1023
35200 ,1023
35201 ,1020
35202 ,1020
35203 ,1023
35204 ,1023
35205 ,1020
35206 ,1020
35207 ,1020
35208 ,1020
35209 ,1023
35210 ,1026
35211 ,1023
35212 ,1023
35213 ,1023
35214 ,1023
35215 ,1020
35216 ,1026
35217 ,1023
35218 ,1023
35219 ,1026
35220 ,1020
35221 ,1020
35222 ,1023
35223 ,1023
35224 ,1026
35225 ,1023
35226 ,1020
35227 ,1023
35228 ,1032
35229 ,1035
35230 ,1032
35231 ,1032
35232 ,1026
35233 ,1023
35234 ,1017
35235 ,1017
35236 ,1068
35237 ,1053
35238 ,1053
35239 ,1059
35240 ,1059
35241 ,1059
35242 ,1062
35243 ,1059
35244 ,1062
35245 ,1062
35246 ,1062
35247 ,1056
35248 ,1059
35249 ,1059
35250 ,1059
35251 ,1059
35252 ,1059
35253 ,1062
35254 ,1062
35255 ,1062
35256 ,1062
35257 ,1062
35258 ,1059
35259 ,1062
35260 ,1062
35261 ,1059
35262 ,1062
35263 ,1059
35264 ,1062
35265 ,1062
35266 ,1062
35267 ,1062
35268 ,1062
35269 ,1065
35270 ,1059
35271 ,1065
35272 ,1059
35273 ,1068
35274 ,1062
35275 ,1062
35276 ,1062
35277 ,1062
35278 ,1062
35279 ,1065
35280 ,1059
35281 ,1062
35282 ,1065
35283 ,1065
35284 ,1065
35285 ,1059
35286 ,1059
35287 ,1065
35288 ,1062
35289 ,1062
35290 ,1059
35291 ,1065
35292 ,1062
35293 ,1062
35294 ,1059
35295 ,1059
35296 ,1059
35297 ,1056
35298 ,1047
35299 ,1035
35300 ,1029
35301 ,1023
35302 ,1020
35303 ,1014
35304 ,1011
35305 ,1008
35306 ,1014
35307 ,1011
35308 ,1014
35309 ,1011
35310 ,1014
35311 ,1011
35312 ,1008
35313 ,1014
35314 ,1011
35315 ,1011
35316 ,1008
35317 ,1008
35318 ,1008
35319 ,1011
35320 ,1011
35321 ,1011
35322 ,1008
35323 ,1005
35324 ,1011
35325 ,1008
35326 ,1011
35327 ,1014
35328 ,1008
35329 ,1014
35330 ,1008
35331 ,1011
35332 ,1005
35333 ,1011
35334 ,1008
35335 ,1005
35336 ,1011
35337 ,1020
35338 ,1017
35339 ,1014
35340 ,1023
35341 ,1020
35342 ,1023
35343 ,1017
35344 ,1020
35345 ,1017
35346 ,1023
35347 ,1017
35348 ,1020
35349 ,1017
35350 ,1017
35351 ,1023
35352 ,1023
35353 ,1023
35354 ,1020
35355 ,1023
35356 ,1023
35357 ,1017
35358 ,1017
35359 ,1020
35360 ,1020
35361 ,1023
35362 ,1017
35363 ,1020
35364 ,1020
35365 ,1023
35366 ,1020
35367 ,1020
35368 ,1023
35369 ,1023
35370 ,1023
35371 ,1020
35372 ,1023
35373 ,1023
35374 ,1020
35375 ,1017
35376 ,1020
35377 ,1020
35378 ,1020
35379 ,1020
35380 ,1020
35381 ,1020
35382 ,1023
35383 ,1026
35384 ,1020
35385 ,1020
35386 ,1023
35387 ,1017
35388 ,1026
35389 ,1023
35390 ,1026
35391 ,1026
35392 ,1026
35393 ,1020
35394 ,1023
35395 ,1020
35396 ,1035
35397 ,1026
35398 ,1023
35399 ,1020
35400 ,1020
35401 ,1068
35402 ,1053
35403 ,1053
35404 ,1059
35405 ,1056
35406 ,1059
35407 ,1059
35408 ,1059
35409 ,1059
35410 ,1056
35411 ,1059
35412 ,1062
35413 ,1059
35414 ,1059
35415 ,1059
35416 ,1062
35417 ,1065
35418 ,1062
35419 ,1059
35420 ,1059
35421 ,1062
35422 ,1062
35423 ,1062
35424 ,1059
35425 ,1059
35426 ,1062
35427 ,1065
35428 ,1062
35429 ,1062
35430 ,1062
35431 ,1065
35432 ,1059
35433 ,1059
35434 ,1059
35435 ,1062
35436 ,1065
35437 ,1062
35438 ,1062
35439 ,1065
35440 ,1062
35441 ,1059
35442 ,1065
35443 ,1062
35444 ,1062
35445 ,1059
35446 ,1062
35447 ,1059
35448 ,1059
35449 ,1062
35450 ,1065
35451 ,1059
35452 ,1062
35453 ,1056
35454 ,1059
35455 ,1062
35456 ,1062
35457 ,1062
35458 ,1062
35459 ,1062
35460 ,1062
35461 ,1059
35462 ,1038
35463 ,1035
35464 ,1029
35465 ,1023
35466 ,1017
35467 ,1020
35468 ,1017
35469 ,1017
35470 ,1008
35471 ,1014
35472 ,1008
35473 ,1011
35474 ,1011
35475 ,1014
35476 ,1011
35477 ,1008
35478 ,1014
35479 ,1008
35480 ,1011
35481 ,1014
35482 ,1011
35483 ,1014
35484 ,1014
35485 ,1011
35486 ,1014
35487 ,1011
35488 ,1011
35489 ,1011
35490 ,1011
35491 ,1008
35492 ,1011
35493 ,1014
35494 ,1017
35495 ,1014
35496 ,1014
35497 ,1011
35498 ,1014
35499 ,1017
35500 ,1014
35501 ,1011
35502 ,1020
35503 ,1023
35504 ,1023
35505 ,1023
35506 ,1023
35507 ,1023
35508 ,1026
35509 ,1026
35510 ,1023
35511 ,1023
35512 ,1023
35513 ,1023
35514 ,1026
35515 ,1020
35516 ,1023
35517 ,1023
35518 ,1023
35519 ,1026
35520 ,1023
35521 ,1023
35522 ,1026
35523 ,1023
35524 ,1023
35525 ,1026
35526 ,1026
35527 ,1023
35528 ,1026
35529 ,1023
35530 ,1023
35531 ,1020
35532 ,1026
35533 ,1020
35534 ,1023
35535 ,1023
35536 ,1023
35537 ,1020
35538 ,1029
35539 ,1023
35540 ,1017
35541 ,1026
35542 ,1023
35543 ,1023
35544 ,1023
35545 ,1020
35546 ,1023
35547 ,1020
35548 ,1023
35549 ,1020
35550 ,1017
35551 ,1023
35552 ,1023
35553 ,1020
35554 ,1026
35555 ,1026
35556 ,1023
35557 ,1023
35558 ,1020
35559 ,1026
35560 ,1023
35561 ,1032
35562 ,1035
35563 ,1032
35564 ,1032
35565 ,1032
35566 ,1020
35567 ,1014
35568 ,1011
35569 ,1056
35570 ,1056
35571 ,1059
35572 ,1059
35573 ,1059
35574 ,1056
35575 ,1059
35576 ,1059
35577 ,1059
35578 ,1059
35579 ,1059
35580 ,1059
35581 ,1059
35582 ,1062
35583 ,1062
35584 ,1062
35585 ,1056
35586 ,1062
35587 ,1059
35588 ,1059
35589 ,1065
35590 ,1062
35591 ,1059
35592 ,1062
35593 ,1065
35594 ,1059
35595 ,1059
35596 ,1062
35597 ,1062
35598 ,1059
35599 ,1062
35600 ,1062
35601 ,1062
35602 ,1059
35603 ,1062
35604 ,1059
35605 ,1059
35606 ,1059
35607 ,1068
35608 ,1059
35609 ,1062
35610 ,1059
35611 ,1062
35612 ,1059
35613 ,1059
35614 ,1056
35615 ,1059
35616 ,1062
35617 ,1062
35618 ,1059
35619 ,1062
35620 ,1059
35621 ,1062
35622 ,1059
35623 ,1059
35624 ,1059
35625 ,1062
35626 ,1059
35627 ,1059
35628 ,1041
35629 ,1041
35630 ,1029
35631 ,1023
35632 ,1020
35633 ,1020
35634 ,1017
35635 ,1011
35636 ,1014
35637 ,1011
35638 ,1011
35639 ,1008
35640 ,1005
35641 ,1008
35642 ,1008
35643 ,1008
35644 ,1005
35645 ,1011
35646 ,1008
35647 ,1008
35648 ,1005
35649 ,1011
35650 ,1008
35651 ,1008
35652 ,1011
35653 ,1008
35654 ,1011
35655 ,1011
35656 ,1011
35657 ,1011
35658 ,1011
35659 ,1014
35660 ,1008
35661 ,1011
35662 ,1014
35663 ,1005
35664 ,1014
35665 ,1011
35666 ,1020
35667 ,1017
35668 ,1017
35669 ,1020
35670 ,1023
35671 ,1023
35672 ,1023
35673 ,1017
35674 ,1026
35675 ,1020
35676 ,1023
35677 ,1023
35678 ,1020
35679 ,1020
35680 ,1023
35681 ,1023
35682 ,1020
35683 ,1017
35684 ,1020
35685 ,1023
35686 ,1023
35687 ,1020
35688 ,1023
35689 ,1023
35690 ,1020
35691 ,1023
35692 ,1020
35693 ,1020
35694 ,1023
35695 ,1020
35696 ,1023
35697 ,1020
35698 ,1020
35699 ,1023
35700 ,1023
35701 ,1023
35702 ,1023
35703 ,1017
35704 ,1017
35705 ,1020
35706 ,1026
35707 ,1020
35708 ,1023
35709 ,1023
35710 ,1020
35711 ,1023
35712 ,1023
35713 ,1023
35714 ,1023
35715 ,1026
35716 ,1026
35717 ,1020
35718 ,1023
35719 ,1023
35720 ,1020
35721 ,1026
35722 ,1023
35723 ,1023
35724 ,1026
35725 ,1029
35726 ,1032
35727 ,1032
35728 ,1035
35729 ,1023
35730 ,1023
35731 ,1020
35732 ,1041
35733 ,1059
35734 ,1059
35735 ,1056
35736 ,1059
35737 ,1056
35738 ,1059
35739 ,1059
35740 ,1059
35741 ,1062
35742 ,1059
35743 ,1062
35744 ,1059
35745 ,1065
35746 ,1059
35747 ,1062
35748 ,1059
35749 ,1065
35750 ,1062
35751 ,1059
35752 ,1065
35753 ,1065
35754 ,1062
35755 ,1062
35756 ,1062
35757 ,1059
35758 ,1062
35759 ,1062
35760 ,1059
35761 ,1062
35762 ,1059
35763 ,1065
35764 ,1062
35765 ,1062
35766 ,1065
35767 ,1065
35768 ,1062
35769 ,1062
35770 ,1062
35771 ,1059
35772 ,1062
35773 ,1059
35774 ,1059
35775 ,1056
35776 ,1059
35777 ,1062
35778 ,1056
35779 ,1062
35780 ,1062
35781 ,1068
35782 ,1062
35783 ,1065
35784 ,1062
35785 ,1065
35786 ,1062
35787 ,1059
35788 ,1062
35789 ,1056
35790 ,1062
35791 ,1059
35792 ,1062
35793 ,1062
35794 ,1059
35795 ,1059
35796 ,1053
35797 ,1032
35798 ,1029
35799 ,1023
35800 ,1023
35801 ,1017
35802 ,1017
35803 ,1011
35804 ,1008
35805 ,1008
35806 ,1008
35807 ,1011
35808 ,1011
35809 ,1008
35810 ,1014
35811 ,1008
35812 ,1008
35813 ,1011
35814 ,1014
35815 ,1011
35816 ,1008
35817 ,1011
35818 ,1008
35819 ,1008
35820 ,1011
35821 ,1005
35822 ,1011
35823 ,1011
35824 ,1011
35825 ,1008
35826 ,1008
35827 ,1005
35828 ,1008
35829 ,1011
35830 ,1005
35831 ,1011
35832 ,1011
35833 ,1017
35834 ,1023
35835 ,1020
35836 ,1023
35837 ,1020
35838 ,1020
35839 ,1026
35840 ,1020
35841 ,1017
35842 ,1017
35843 ,1023
35844 ,1020
35845 ,1020
35846 ,1020
35847 ,1017
35848 ,1020
35849 ,1020
35850 ,1020
35851 ,1020
35852 ,1020
35853 ,1017
35854 ,1023
35855 ,1020
35856 ,1023
35857 ,1020
35858 ,1017
35859 ,1020
35860 ,1017
35861 ,1023
35862 ,1020
35863 ,1023
35864 ,1023
35865 ,1020
35866 ,1020
35867 ,1017
35868 ,1020
35869 ,1020
35870 ,1020
35871 ,1020
35872 ,1017
35873 ,1020
35874 ,1017
35875 ,1020
35876 ,1020
35877 ,1023
35878 ,1020
35879 ,1020
35880 ,1020
35881 ,1026
35882 ,1023
35883 ,1017
35884 ,1023
35885 ,1020
35886 ,1020
35887 ,1017
35888 ,1020
35889 ,1023
35890 ,1023
35891 ,1023
35892 ,1032
35893 ,1032
35894 ,1032
35895 ,1023
35896 ,1020
35897 ,1017
35898 ,1014
35899 ,1032
35900 ,1065
35901 ,1050
35902 ,1056
35903 ,1056
35904 ,1056
35905 ,1059
35906 ,1062
35907 ,1059
35908 ,1059
35909 ,1062
35910 ,1059
35911 ,1059
35912 ,1062
35913 ,1062
35914 ,1056
35915 ,1059
35916 ,1062
35917 ,1062
35918 ,1065
35919 ,1062
35920 ,1059
35921 ,1062
35922 ,1062
35923 ,1062
35924 ,1059
35925 ,1056
35926 ,1062
35927 ,1062
35928 ,1062
35929 ,1062
35930 ,1062
35931 ,1062
35932 ,1062
35933 ,1062
35934 ,1059
35935 ,1062
35936 ,1059
35937 ,1059
35938 ,1059
35939 ,1062
35940 ,1062
35941 ,1062
35942 ,1062
35943 ,1062
35944 ,1059
35945 ,1059
35946 ,1062
35947 ,1062
35948 ,1062
35949 ,1062
35950 ,1062
35951 ,1056
35952 ,1068
35953 ,1056
35954 ,1068
35955 ,1059
35956 ,1062
35957 ,1059
35958 ,1065
35959 ,1065
35960 ,1056
35961 ,1041
35962 ,1035
35963 ,1029
35964 ,1023
35965 ,1023
35966 ,1020
35967 ,1020
35968 ,1014
35969 ,1014
35970 ,1011
35971 ,1008
35972 ,1011
35973 ,1014
35974 ,1011
35975 ,1014
35976 ,1011
35977 ,1008
35978 ,1014
35979 ,1011
35980 ,1014
35981 ,1014
35982 ,1011
35983 ,1014
35984 ,1014
35985 ,1011
35986 ,1017
35987 ,1014
35988 ,1014
35989 ,1017
35990 ,1017
35991 ,1014
35992 ,1017
35993 ,1014
35994 ,1011
35995 ,1014
35996 ,1017
35997 ,1014
35998 ,1011
35999 ,1011
36000 ,1023
36001 ,1023
36002 ,1020
36003 ,1026
36004 ,1026
36005 ,1026
36006 ,1023
36007 ,1023
36008 ,1026
36009 ,1023
36010 ,1020
36011 ,1026
36012 ,1023
36013 ,1023
36014 ,1023
36015 ,1020
36016 ,1023
36017 ,1020
36018 ,1023
36019 ,1023
36020 ,1026
36021 ,1026
36022 ,1023
36023 ,1023
36024 ,1023
36025 ,1023
36026 ,1026
36027 ,1026
36028 ,1029
36029 ,1026
36030 ,1020
36031 ,1026
36032 ,1026
36033 ,1026
36034 ,1026
36035 ,1023
36036 ,1023
36037 ,1026
36038 ,1023
36039 ,1023
36040 ,1023
36041 ,1023
36042 ,1026
36043 ,1020
36044 ,1023
36045 ,1020
36046 ,1017
36047 ,1023
36048 ,1026
36049 ,1023
36050 ,1020
36051 ,1020
36052 ,1026
36053 ,1023
36054 ,1023
36055 ,1026
36056 ,1023
